,Property_Area,Frequency_of_Powercuts,Traffic_Density_Score,Air_Quality_Index,Neighborhood_Review,Crime_Rate_equivalent,Water_Supply_equivalent,Dust_and_Noise_equivalent,Property_Type_equivalent,Power_Backup_equivalent
12091,1808,0.0,7.03,160.0,4.71,50,1.0,20,4,1.0
12092,1795,1.0,7.46,117.0,3.5,40,1.0,20,4,0.0
12093,18116,2.0,5.07,117.0,3.52,50,1.0,20,4,1.0
12094,1930,0.0,6.64,152.0,3.47,20,1.0,20,4,0.0
12095,420,0.0,3.75,87.0,3.94,50,3.0,10,2,0.0
12096,1862,0.0,6.3,80.0,4.19,25,1.5,15,1,1.0
12097,2312,1.0,6.64,103.0,3.53,40,1.0,20,6,0.0
12098,3528,0.0,4.6,96.0,4.8,50,1.0,20,6,1.0
12099,195,0.0,7.3,145.0,2.84,25,1.5,15,1,1.0
12100,482,0.0,5.63,115.0,2.89,20,2.0,20,5,0.0
12101,1473,0.0,6.99,107.0,4.15,40,1.0,20,4,0.0
12102,2238,0.0,7.31,128.0,3.49,20,1.0,20,6,0.0
12103,444,0.0,7.59,123.0,4.12,40,1.0,20,2,0.0
12104,495,0.0,5.66,97.0,4.8,50,1.0,20,5,0.0
12105,610,0.0,6.76,132.0,4.12,50,2.0,20,5,0.0
12106,397,0.0,5.85,83.0,4.18,40,1.0,20,1,1.0
12107,3313,0.0,4.05,92.0,4.18,40,1.0,20,6,0.0
12108,752,0.0,5.15,96.0,3.86,40,2.0,20,2,1.0
12109,4262,0.0,7.82,122.0,4.12,40,1.0,20,6,1.0
12110,239,1.0,5.03,110.0,2.59,20,2.0,20,1,0.0
12111,364,0.0,6.57,109.0,4.15,40,1.0,20,2,0.0
12112,147,0.0,5.81,83.0,4.19,40,1.0,20,2,0.0
12113,627,2.0,7.03,98.0,2.9,25,1.5,15,1,1.0
12114,337,2.0,7.55,93.0,3.53,50,1.0,20,1,0.0
12115,2045,0.0,7.3,102.0,4.78,25,1.5,15,1,1.0
12116,514,0.0,6.59,150.0,4.72,50,1.0,20,5,0.0
12117,2056,1.0,6.28,119.0,3.82,50,2.0,20,3,0.0
12118,540,0.0,6.8,93.0,4.48,50,2.0,20,3,0.5
12119,185,1.0,7.83,140.0,3.16,40,2.0,20,2,0.0
12120,1523,0.0,7.97,110.0,4.14,25,1.5,15,1,1.0
12121,3134,1.0,4.61,109.0,3.53,40,1.0,20,6,1.0
12122,701,0.0,5.59,106.0,4.79,50,1.0,20,5,1.0
12123,2830,0.0,4.4,91.0,4.18,40,1.0,20,6,0.0
12124,643,0.0,5.36,104.0,4.41,50,2.0,30,5,0.0
12125,804,0.0,4.15,99.0,4.8,25,1.5,15,1,1.0
12126,332,0.0,7.26,146.0,4.1,50,2.0,20,1,1.0
12127,2100,1.0,5.71,85.0,3.87,25,1.5,15,1,1.0
12128,680,0.0,7.3,161.0,4.08,40,1.0,20,2,1.0
12129,1844,0.0,6.74,87.0,4.49,50,2.0,20,4,0.0
12130,4041,0.0,6.19,144.0,3.79,40,2.0,20,6,1.0
12131,175,2.0,7.37,170.0,2.5,40,2.0,20,2,0.0
12132,406,1.0,7.1,170.0,3.75,50,2.0,20,2,0.5
12133,2228,0.0,5.94,111.0,4.46,50,2.0,20,4,0.0
12134,1142,0.0,5.28,114.0,2.89,25,1.5,15,1,1.0
12135,930,0.0,6.75,89.0,4.8,25,1.5,15,1,1.0
12136,1984,2.0,7.5,128.0,3.49,50,1.0,20,4,0.0
12137,1146,1.0,5.32,119.0,3.2,40,2.0,20,5,0.0
12138,699,2.0,7.29,83.0,3.23,50,2.0,20,2,1.0
12139,154,0.0,6.1,156.0,4.72,25,1.0,20,2,0.0
12140,209,0.0,5.52,84.0,3.87,40,2.0,20,1,1.0
12141,905,0.0,4.83,101.0,2.6,40,2.0,20,2,0.0
12142,1984,0.0,7.78,136.0,4.11,50,2.0,20,4,1.0
12143,1842,0.0,7.11,96.0,4.16,40,1.0,20,4,0.0
12144,3864,0.0,7.43,157.0,4.71,50,1.0,20,6,0.0
12145,3244,0.0,6.39,115.0,4.77,25,1.5,15,1,1.0
12146,751,0.0,7.62,156.0,4.4,50,2.0,20,2,0.0
12147,1867,1.0,7.19,107.0,2.01,10,2.0,10,4,0.0
12148,735,0.0,4.72,105.0,3.54,20,1.0,20,2,0.0
12149,898,1.0,6.93,158.0,3.46,40,1.0,20,2,1.0
12150,1247,1.0,4.45,80.0,3.57,40,1.0,20,4,1.0
12151,1085,0.0,5.43,104.0,4.16,50,2.0,20,5,0.5
12152,201,0.0,4.66,81.0,3.25,40,3.0,20,2,0.0
12153,280,1.0,6.35,99.0,3.85,50,2.0,20,1,0.0
12154,656,0.0,6.59,116.0,4.77,25,1.5,15,1,1.0
12155,803,0.0,6.11,123.0,4.76,50,1.0,20,2,0.0
12156,495,0.0,7.44,145.0,4.1,40,1.0,20,2,0.0
12157,1354,2.0,7.0,106.0,3.52,50,1.0,20,4,1.0
12158,4242,0.0,4.17,83.0,4.82,25,1.5,15,1,1.0
12159,1246,0.0,7.1,95.0,3.85,25,1.5,15,1,1.0
12160,587,1.0,5.74,413.0,3.87,50,2.0,20,2,0.0
12161,489,0.0,7.67,108.0,4.14,40,1.0,20,1,0.0
12162,416,1.0,6.12,112.0,2.58,20,2.0,20,1,1.0
12163,414,0.0,6.27,120.0,4.45,50,2.0,20,2,0.0
12164,675,1.0,4.3,88.0,1.99,20,3.0,20,2,0.0
12165,1298,0.0,4.88,990.0,4.19,40,1.0,20,5,0.0
12166,838,0.0,7.33,155.0,4.71,50,1.0,20,5,1.0
12167,485,0.0,5.81,95.0,3.54,40,2.0,20,2,0.0
12168,124,0.0,6.59,133.0,4.75,50,1.0,20,2,0.0
12169,735,1.0,5.41,118.0,3.2,40,2.0,20,2,0.0
12170,301,1.0,6.33,92.0,3.86,50,2.0,20,2,0.0
12171,271,0.0,5.62,94.0,3.55,40,2.0,20,2,0.0
12172,1316,0.0,4.89,86.0,3.25,20,2.0,20,4,0.0
12173,1626,0.0,6.24,163.0,3.77,50,3.0,20,4,0.0
12174,494,0.0,6.27,110.0,4.78,50,1.0,20,5,0.0
12175,925,0.0,5.17,114.0,4.15,50,2.0,20,5,1.0
12176,1318,0.0,7.21,141.0,4.73,25,1.5,15,1,1.0
12177,1398,1.0,7.08,138.0,3.48,40,1.0,20,4,0.0
12178,1822,3.0,7.67,80.0,2.92,50,1.0,20,4,1.0
12179,2088,0.0,6.88,84.0,3.55,20,1.0,15,4,0.0
12180,116,1.0,4.85,87.0,4.19,50,1.0,20,2,1.0
12181,334,0.0,9.07,127.0,3.42,20,1.0,30,2,1.0
12182,864,0.0,6.2,80.0,4.5,50,2.0,20,2,0.5
12183,635,0.0,6.81,974.0,3.55,40,1.0,20,2,0.0
12184,281,0.0,8.14,144.0,3.09,25,1.5,15,1,1.0
12185,781,0.0,6.25,141.0,2.54,10,2.0,20,5,0.0
12186,1988,0.0,8.07,170.0,2.74,10,1.0,15,4,1.0
12187,244,2.0,7.89,90.0,3.54,25,1.0,20,2,0.0
12188,1300,0.0,4.51,88.0,2.93,20,2.0,20,4,0.0
12189,199,0.0,7.04,126.0,3.18,50,3.0,20,2,0.0
12190,2137,0.0,6.79,84.0,4.81,50,1.0,20,4,0.0
12191,175,1.0,8.73,121.0,4.06,50,1.0,30,2,0.0
12192,7926,2.0,5.81,101.0,3.53,50,1.0,20,1,0.0
12193,760,0.0,8.59,190.0,4.6,50,1.0,30,5,0.0
12194,2026,2.0,6.89,129.0,2.87,40,1.0,20,6,0.0
12195,3994,0.0,7.98,90.0,3.54,40,2.0,20,6,0.0
12196,2043,0.0,6.4,170.0,3.13,20,2.0,20,4,0.0
12197,351,0.0,4.21,91.0,4.19,50,2.0,20,2,0.0
12198,628,0.0,1.36,4.0,3.75,25,1.5,15,1,1.0
12199,2511,1.0,7.62,148.0,3.46,40,1.0,20,6,0.0
12200,1031,1.0,6.67,135.0,4.11,50,1.0,20,5,0.0
12201,809,0.0,2.69,84.0,4.27,50,2.0,10,2,0.0
12202,1335,1.0,7.57,147.0,2.84,25,1.5,15,1,1.0
12203,213,0.0,7.58,107.0,4.77,25,1.5,15,1,1.0
12204,324,0.0,5.74,103.0,4.16,40,1.0,20,1,0.0
12205,1164,0.0,3.89,62.0,3.03,25,1.5,15,1,1.0
12206,745,0.0,7.76,126.0,4.75,50,1.0,20,2,0.0
12207,387,0.0,8.43,155.0,3.39,20,1.0,30,2,0.0
12208,3190,0.0,8.66,182.0,2.1,25,1.5,15,1,1.0
12209,1334,1.0,6.75,92.0,4.17,25,1.5,15,1,1.0
12210,1778,0.0,4.4,108.0,3.85,25,1.5,15,1,1.0
12211,1136,0.0,7.27,161.0,3.45,20,1.0,20,4,0.0
12212,993,1.0,4.27,89.0,3.25,25,1.5,15,1,1.0
12213,819,1.0,5.23,104.0,2.91,40,2.0,20,2,0.0
12214,686,0.0,6.85,125.0,4.75,50,1.0,20,5,0.0
12215,919,1.0,6.79,161.0,3.45,40,1.0,20,2,0.0
12216,1041,3.0,5.93,119.0,1.63,40,2.0,20,5,0.0
12217,2701,0.0,5.12,104.0,4.16,40,1.0,20,6,1.0
12218,1966,1.0,5.68,105.0,3.53,40,1.0,20,4,0.0
12219,806,0.0,7.02,91.0,4.48,25,1.5,15,1,1.0
12220,577,1.0,7.28,112.0,2.26,10,1.0,20,2,1.0
12221,1254,1.0,6.27,162.0,4.08,50,1.0,20,4,0.0
12222,1057,0.0,5.61,94.0,3.23,25,1.5,15,1,1.0
12223,1121,0.0,6.26,141.0,3.8,50,3.0,20,4,1.0
12224,376,2.0,3.97,82.0,3.19,50,2.0,30,2,0.0
12225,2635,1.0,5.15,104.0,2.91,25,1.5,15,1,1.0
12226,159,2.0,4.18,98.0,2.92,40,1.0,15,2,1.0
12227,1245,0.0,6.22,136.0,4.74,50,1.0,20,3,0.0
12228,159,0.0,5.73,81.0,3.56,40,2.0,20,2,0.0
12229,494,0.0,7.6,84.0,4.8,50,1.0,20,1,0.0
12230,614,0.0,7.22,113.0,4.45,50,2.0,20,2,1.0
12231,3047,3.0,6.36,117.0,2.88,50,1.0,20,6,0.0
12232,163,0.0,6.2,90.0,4.17,50,2.0,20,2,0.0
12233,1201,1.0,3.84,94.0,4.25,50,1.0,10,5,0.0
12234,427,0.0,6.73,169.0,3.44,40,2.0,20,1,0.0
12235,1147,0.0,6.73,86.0,3.23,40,3.0,20,5,0.0
12236,824,2.0,7.26,150.0,3.46,50,1.0,20,2,0.0
12237,534,1.0,7.49,169.0,2.18,25,1.5,15,1,1.0
12238,1256,0.0,4.42,111.0,4.16,40,1.0,20,4,0.0
12239,266,0.0,7.1,141.0,4.73,50,1.0,20,2,1.0
12240,1231,0.0,5.42,116.0,4.15,40,1.0,20,5,1.0
12241,2542,0.0,6.02,157.0,4.72,50,1.0,15,6,0.0
12242,3032,0.0,6.35,153.0,2.53,10,2.0,20,6,0.0
12243,454,1.0,5.54,87.0,2.93,40,2.0,20,1,0.0
12244,1334,1.0,5.43,91.0,2.61,25,1.5,15,1,1.0
12245,466,0.0,6.89,113.0,4.14,40,1.0,20,5,0.0
12246,129,0.0,8.59,199.0,3.96,25,1.5,15,1,1.0
12247,472,1.0,6.14,82.0,3.56,50,2.0,20,2,1.0
12248,187,0.0,6.32,115.0,4.14,50,2.0,20,2,0.0
12249,748,1.0,6.07,127.0,4.13,50,1.0,20,2,0.0
12250,438,0.0,5.68,87.0,4.81,50,1.0,20,2,1.0
12251,635,0.0,6.91,147.0,3.47,40,2.0,20,2,0.0
12252,3966,2.0,5.71,100.0,2.91,50,2.0,20,6,0.0
12253,735,2.0,8.19,182.0,3.36,50,1.0,30,2,1.0
12254,2091,0.0,7.4,81.0,4.49,50,2.0,20,4,0.0
12255,3953,1.0,8.07,178.0,2.42,20,2.0,30,6,0.0
12256,883,0.0,8.29,185.0,4.61,50,1.0,30,2,0.0
12257,1177,0.0,7.51,166.0,3.76,50,3.0,20,4,0.0
12258,2965,0.0,8.07,196.0,3.03,20,2.0,30,6,0.0
12259,624,0.0,5.49,117.0,3.83,40,2.0,20,2,0.0
12260,4264,0.0,7.94,152.0,4.09,50,2.0,20,6,0.0
12261,151,2.0,4.94,91.0,1.98,40,3.0,20,2,0.0
12262,814,0.0,5.38,91.0,4.49,50,2.0,20,2,0.0
12263,642,1.0,5.38,96.0,3.54,50,2.0,20,2,0.0
12264,385,0.0,6.07,119.0,4.45,50,2.0,20,1,0.0
12265,668,0.0,7.2,117.0,4.76,50,1.0,20,5,0.0
12266,651,1.0,5.9,80.0,4.19,50,1.0,20,2,1.0
12267,2016,1.0,7.95,136.0,4.11,50,1.0,20,4,0.0
12268,784,0.0,5.49,111.0,4.15,40,1.0,20,5,0.0
12269,952,1.0,6.9,166.0,4.07,50,1.0,20,5,0.0
12270,1229,0.0,5.77,82.0,3.87,40,2.0,20,4,0.0
12271,1695,0.0,4.38,120.0,3.52,25,1.5,15,1,1.0
12272,2296,2.0,5.85,96.0,2.29,40,2.0,20,6,0.0
12273,328,1.0,4.48,89.0,3.87,50,2.0,20,2,1.0
12274,737,3.0,5.87,97.0,1.97,40,2.0,20,2,0.0
12275,3935,0.0,7.18,96.0,3.53,40,2.0,20,6,1.0
12276,1477,0.0,5.62,118.0,3.83,40,2.0,20,4,0.0
12277,2788,0.0,4.55,85.0,3.56,40,2.0,20,6,0.0
12278,908,0.0,6.08,142.0,4.74,50,1.0,20,2,1.0
12279,835,0.0,6.52,93.0,3.85,25,1.5,15,1,1.0
12280,4014,1.0,6.77,139.0,2.23,10,1.0,20,6,0.0
12281,830,0.0,6.47,80.0,4.81,50,1.0,20,2,0.0
12282,339,1.0,6.33,156.0,4.09,50,1.0,20,2,1.0
12283,371,0.0,7.98,136.0,3.48,20,1.0,20,1,0.0
12284,937,0.0,7.72,111.0,2.26,10,2.0,20,2,1.0
12285,684,0.0,6.1,123.0,4.76,50,1.0,20,2,0.0
12286,1085,0.0,5.8,303.0,3.85,25,1.5,15,1,1.0
12287,892,0.0,7.81,90.0,2.59,20,3.0,20,2,0.0
12288,1798,0.0,5.47,99.0,3.54,40,2.0,20,4,0.0
12289,3221,0.0,6.53,95.0,3.22,25,1.5,15,1,1.0
12290,644,0.0,6.29,104.0,2.9,10,1.0,20,2,0.5
12291,456,0.0,3.15,28.0,4.96,50,1.0,10,2,0.0
12292,651,0.0,7.48,144.0,4.73,25,1.0,20,2,0.0
12293,1857,3.0,5.2,106.0,2.91,50,1.0,20,4,0.0
12294,522,0.0,3.72,66.0,4.91,50,1.0,10,2,0.0
12295,2019,0.0,5.96,109.0,3.52,40,2.0,20,4,0.0
12296,1350,1.0,6.02,160.0,2.77,25,1.5,15,1,1.0
12297,2172,0.0,5.01,93.0,2.92,20,2.0,20,4,1.0
12298,188,1.0,6.9,162.0,4.08,50,1.0,20,2,0.0
12299,253,0.0,7.62,96.0,4.79,50,1.0,20,1,0.0
12300,226,1.0,4.84,108.0,3.22,40,2.0,20,2,1.0
12301,303,1.0,8.1,186.0,3.98,50,1.0,30,2,0.0
12302,622,0.0,7.43,120.0,4.76,50,1.0,20,2,0.0
12303,1483,0.0,7.27,155.0,4.71,50,1.0,20,4,0.0
12304,2636,0.0,7.96,128.0,4.12,25,2.0,20,6,0.0
12305,2084,0.0,6.18,111.0,4.78,50,1.0,20,4,0.0
12306,1237,0.0,5.81,98.0,3.54,40,2.0,20,4,0.0
12307,202,1.0,8.25,177.0,3.05,40,2.0,30,2,0.0
12308,1648,0.0,7.06,135.0,4.11,40,1.0,20,3,1.0
12309,550,0.0,6.68,130.0,4.12,40,1.0,20,2,1.0
12310,1183,0.0,4.45,120.0,2.89,20,2.0,20,4,0.0
12311,439,0.0,5.94,112.0,3.83,40,2.0,20,2,1.0
12312,502,3.0,7.93,143.0,0.96,10,1.0,20,2,0.0
12313,1453,0.0,6.22,109.0,4.46,50,2.0,20,3,0.0
12314,781,0.0,4.81,113.0,3.84,40,2.0,20,2,0.0
12315,1854,0.0,6.75,145.0,4.1,50,2.0,20,4,0.0
12316,4165,3.0,7.6,146.0,2.84,50,1.0,20,6,0.0
12317,878,0.0,3.62,100.0,4.24,50,2.0,10,5,0.0
12318,859,3.0,5.27,93.0,2.29,40,1.0,20,5,0.0
12319,559,0.0,5.25,87.0,4.81,50,1.0,20,2,0.0
12320,3597,0.0,8.16,132.0,4.42,50,2.0,20,6,0.0
12321,1023,3.0,6.27,110.0,2.89,50,1.0,20,5,0.5
12322,671,1.0,7.63,106.0,3.52,50,2.0,20,5,0.0
12323,806,1.0,7.07,96.0,2.91,40,2.0,20,2,0.0
12324,323,0.0,7.0,149.0,4.09,40,1.0,20,2,0.0
12325,483,1.0,7.27,154.0,4.09,25,1.5,15,1,1.0
12326,648,0.0,6.02,162.0,4.08,50,2.0,20,2,1.0
12327,419,0.0,3.43,737.0,4.05,50,2.0,10,2,0.0
12328,4099,0.0,6.42,158.0,3.77,25,1.5,15,1,1.0
12329,499,0.0,7.08,116.0,4.14,25,1.5,15,1,1.0
12330,627,1.0,5.79,105.0,2.9,25,1.5,15,1,1.0
12331,768,0.0,6.45,137.0,4.11,50,2.0,20,5,0.0
12332,3613,1.0,5.6,111.0,3.21,25,1.5,15,1,1.0
12333,855,0.0,5.6,93.0,4.17,40,1.0,20,2,1.0
12334,1002,0.0,5.14,104.0,3.22,40,3.0,20,5,0.0
12335,2279,0.0,6.26,120.0,4.76,25,1.5,15,1,1.0
12336,1104,1.0,7.48,114.0,1.63,10,2.0,20,5,0.0
12337,1879,0.0,5.82,82.0,2.93,20,2.0,20,4,0.0
12338,1416,1.0,6.83,98.0,4.16,50,1.0,20,4,0.0
12339,1244,0.0,4.88,94.0,4.18,40,1.0,20,4,0.0
12340,1404,0.0,8.39,185.0,4.29,50,2.0,30,4,0.0
12341,1080,3.0,8.06,153.0,1.2,20,2.0,30,5,0.0
12342,422,2.0,7.2,114.0,3.51,25,1.0,20,5,0.0
12343,487,0.0,5.62,92.0,3.23,20,2.0,20,2,0.0
12344,1371,1.0,6.49,155.0,2.84,20,1.0,20,4,0.0
12345,566,3.0,7.28,168.0,2.81,50,1.0,20,5,0.0
12346,327,0.0,6.82,90.0,2.91,10,1.0,20,2,1.0
12347,688,0.0,7.14,131.0,4.74,50,1.0,20,2,0.0
12348,2261,1.0,7.48,155.0,1.89,10,2.0,20,4,0.0
12349,809,1.0,7.68,114.0,4.13,50,1.0,20,2,0.0
12350,1201,0.0,8.25,164.0,3.06,20,2.0,30,4,0.0
12351,264,0.0,7.2,130.0,4.75,50,1.0,15,1,0.0
12352,367,0.0,4.77,94.0,4.18,40,1.0,20,2,0.0
12353,1971,1.0,6.2,149.0,3.79,50,2.0,20,4,0.0
12354,3596,0.0,6.29,121.0,4.13,40,1.0,20,6,1.0
12355,992,0.0,7.52,86.0,4.48,50,2.0,20,2,0.0
12356,1617,1.0,6.83,164.0,1.88,10,2.0,20,4,0.0
12357,1737,2.0,7.78,120.0,2.93,25,2.0,10,4,0.0
12358,957,0.0,5.66,113.0,2.89,20,2.0,15,5,0.5
12359,1689,3.0,6.63,81.0,1.99,40,2.0,20,4,0.0
12360,455,1.0,6.12,101.0,3.53,50,2.0,20,2,0.0
12361,1221,2.0,6.48,109.0,3.21,50,2.0,20,5,1.0
12362,1141,0.0,8.21,133.0,2.16,10,2.0,30,4,0.0
12363,647,0.0,5.24,105.0,4.16,40,1.0,20,2,0.0
12364,1268,0.0,6.39,121.0,2.88,10,1.0,20,5,0.0
12365,338,0.0,8.77,195.0,2.71,20,2.0,30,1,0.0
12366,1347,2.0,5.95,88.0,3.55,50,1.0,20,4,1.0
12367,3178,1.0,5.75,83.0,2.62,20,2.0,20,6,0.0
12368,1205,2.0,7.95,170.0,3.12,50,2.0,20,4,0.0
12369,3873,1.0,5.3,80.0,2.0,20,3.0,20,6,0.0
12370,1538,1.0,5.91,119.0,3.2,40,2.0,20,4,0.0
12371,255,1.0,5.6,115.0,3.52,25,1.5,15,1,1.0
12372,1346,2.0,4.97,120.0,2.89,40,1.0,20,4,0.0
12373,17206,0.0,6.51,153.0,4.72,50,1.0,20,2,0.0
12374,1560,0.0,7.55,164.0,4.7,50,1.0,20,3,0.0
12375,633,1.0,6.08,170.0,3.13,25,1.5,15,1,1.0
12376,3965,0.0,5.52,90.0,2.61,20,3.0,20,6,0.0
12377,1514,0.0,4.94,89.0,3.56,20,1.0,20,4,0.0
12378,1664,0.0,8.07,126.0,3.43,20,1.0,30,4,0.0
12379,634,0.0,8.4,187.0,4.6,50,1.0,30,5,0.0
12380,2006,1.0,6.19,103.0,2.59,20,2.0,20,4,0.0
12381,1192,0.0,8.21,120.0,3.43,20,1.0,30,4,0.0
12382,1189,1.0,4.45,111.0,3.22,40,2.0,20,5,0.0
12383,353,0.0,5.05,120.0,4.46,50,2.0,20,1,0.5
12384,1234,1.0,7.58,163.0,4.07,50,1.0,20,4,0.0
12385,369,0.0,6.79,162.0,4.08,40,1.0,20,1,1.0
12386,2072,1.0,6.68,94.0,4.17,50,1.0,20,4,0.5
12387,1113,0.0,8.4,183.0,3.98,50,2.0,30,5,0.0
12388,994,0.0,6.23,121.0,4.13,50,2.0,20,5,0.0
12389,1803,0.0,6.87,123.0,2.87,10,1.0,20,4,1.0
12390,1139,3.0,6.45,86.0,2.23,50,2.0,30,4,1.0
12391,1910,0.0,7.22,100.0,4.47,50,2.0,20,4,0.0
12392,1547,1.0,7.07,118.0,4.13,50,1.0,20,4,1.0
12393,1297,0.0,6.47,84.0,4.81,50,1.0,20,4,0.0
12394,1383,0.0,7.98,133.0,4.11,40,1.0,20,4,0.0
12395,1694,3.0,4.83,82.0,1.68,20,1.0,20,4,0.0
12396,568,0.0,8.17,153.0,4.02,50,2.0,30,2,0.0
12397,721,1.0,7.77,82.0,3.23,50,3.0,20,2,0.0
12398,1127,0.0,7.6,111.0,4.45,25,1.5,15,1,1.0
12399,143,3.0,6.61,117.0,2.57,50,2.0,20,2,0.0
12400,743,0.0,6.84,104.0,4.78,50,1.0,20,2,0.0
12401,167,1.0,5.46,94.0,3.23,40,2.0,20,2,0.0
12402,934,0.0,7.57,145.0,4.1,50,2.0,20,2,0.0
12403,333,0.0,7.91,106.0,4.46,25,1.5,15,1,1.0
12404,1153,0.0,6.45,88.0,4.8,50,1.0,20,4,0.0
12405,261,0.0,5.9,107.0,4.15,40,1.0,20,2,0.0
12406,368,0.0,4.15,83.0,3.88,40,2.0,20,2,1.0
12407,1833,1.0,7.58,120.0,3.5,40,1.0,20,4,0.0
12408,1963,0.0,8.2,142.0,3.41,20,1.0,30,4,0.0
12409,1132,0.0,3.51,75.0,3.64,40,2.0,10,5,0.0
12410,447,1.0,6.58,84.0,3.87,50,2.0,20,1,1.0
12411,270,0.0,4.99,103.0,3.22,25,1.5,15,1,1.0
12412,906,0.0,7.92,169.0,4.69,50,1.0,20,2,0.0
12413,1449,1.0,7.3,166.0,1.56,10,2.0,20,4,0.0
12414,20146,3.0,8.31,181.0,2.1,40,1.0,30,5,1.0
12415,267,0.0,7.66,80.0,2.29,10,2.0,20,2,1.0
12416,281,1.0,8.0,193.0,3.34,50,2.0,30,1,1.0
12417,927,0.0,5.51,87.0,4.18,40,1.0,20,2,0.0
12418,1243,0.0,5.55,109.0,3.53,25,1.5,15,1,1.0
12419,2113,2.0,8.42,144.0,1.83,20,2.0,30,4,0.0
12420,1259,0.0,8.67,131.0,3.42,20,1.0,30,5,0.0
12421,270,0.0,6.11,153.0,4.72,50,1.0,20,1,1.0
12422,265,1.0,7.72,160.0,2.19,10,1.0,20,1,1.0
12423,801,0.0,7.44,147.0,2.59,25,1.5,15,1,1.0
12424,200,0.0,3.56,69.0,4.91,50,1.0,10,2,0.0
12425,2891,0.0,7.29,81.0,4.49,50,2.0,20,6,0.0
12426,689,0.0,7.02,117.0,2.25,10,1.0,20,2,0.0
12427,3006,0.0,6.52,119.0,4.76,50,1.0,20,6,1.0
12428,945,1.0,5.61,116.0,2.89,40,2.0,20,2,0.0
12429,1859,1.0,3.33,43.0,4.31,50,1.0,10,4,1.0
12430,983,0.0,4.64,95.0,4.18,40,1.0,20,2,0.0
12431,774,1.0,4.27,116.0,3.53,40,1.0,20,2,0.0
12432,1170,0.0,7.07,87.0,4.49,50,2.0,20,5,0.0
12433,1571,0.0,5.28,88.0,4.18,40,1.0,20,4,0.0
12434,642,0.0,5.65,91.0,2.61,20,2.0,20,5,1.0
12435,408,0.0,7.16,158.0,4.71,25,1.5,15,1,1.0
12436,409,0.0,7.02,129.0,4.12,50,2.0,20,2,0.0
12437,1043,1.0,6.59,167.0,2.82,20,1.0,20,5,0.0
12438,2112,0.0,5.75,119.0,3.83,40,2.0,20,4,0.0
12439,633,0.0,4.65,91.0,3.87,40,2.0,20,2,0.0
12440,955,0.0,7.79,109.0,4.14,50,2.0,20,5,0.0
12441,1452,0.0,8.86,140.0,4.66,50,1.0,30,4,0.0
12442,844,0.0,4.58,91.0,2.93,20,2.0,20,5,1.0
12443,3966,1.0,7.84,144.0,3.47,40,1.0,20,6,0.0
12444,1417,3.0,7.52,159.0,1.88,50,3.0,20,4,0.0
12445,1091,0.0,4.55,842.0,3.86,25,1.5,15,1,1.0
12446,300,0.0,5.22,103.0,4.16,25,1.5,15,1,1.0
12447,1267,0.0,7.16,140.0,4.11,40,1.0,20,5,1.0
12448,101,0.0,6.88,86.0,4.49,50,2.0,20,2,0.0
12449,294,1.0,7.06,143.0,4.1,50,1.0,20,1,0.0
12450,389,0.0,6.56,147.0,3.47,25,1.5,15,1,1.0
12451,358,0.0,6.37,99.0,4.16,50,2.0,20,2,1.0
12452,1055,0.0,4.77,105.0,3.85,50,3.0,20,5,1.0
12453,203,0.0,6.51,152.0,4.72,50,1.0,20,2,1.0
12454,1576,0.0,8.53,171.0,3.37,40,2.0,30,4,0.0
12455,2198,0.0,4.4,103.0,3.23,20,2.0,20,4,0.0
12456,393,0.0,6.31,133.0,4.43,50,2.0,20,2,0.0
12457,492,0.0,5.6,102.0,3.85,40,2.0,20,2,0.0
12458,2200,0.0,6.1,132.0,4.69,50,1.0,30,4,0.0
12459,316,0.0,6.52,101.0,3.53,20,1.0,20,1,0.0
12460,3686,1.0,6.23,92.0,4.17,50,1.0,20,6,0.0
12461,354,0.0,6.45,92.0,3.86,40,2.0,20,1,1.0
12462,3779,1.0,6.24,105.0,4.15,50,1.0,20,6,1.0
12463,206,0.0,6.25,88.0,4.8,50,1.0,20,2,0.0
12464,320,1.0,6.94,139.0,3.48,50,2.0,20,1,0.0
12465,1094,0.0,6.41,125.0,4.13,40,1.0,20,5,1.0
12466,775,1.0,6.64,118.0,3.82,50,2.0,20,2,0.0
12467,591,2.0,7.73,130.0,2.23,20,1.0,20,2,0.0
12468,395,0.0,6.86,168.0,4.7,50,1.0,20,1,1.0
12469,503,2.0,6.31,140.0,3.17,50,2.0,20,5,0.0
12470,818,1.0,6.47,89.0,2.92,40,2.0,20,5,0.0
12471,2009,0.0,4.34,100.0,4.8,50,1.0,20,4,0.0
12472,539,1.0,5.59,99.0,4.17,50,1.0,20,2,1.0
12473,2516,0.0,6.7,161.0,4.71,25,1.5,15,1,1.0
12474,524,0.0,6.51,118.0,4.45,25,1.5,15,1,1.0
12475,736,0.0,6.15,112.0,4.15,50,2.0,20,5,0.0
12476,2286,0.0,4.81,90.0,3.24,25,1.5,15,1,1.0
12477,1638,0.0,7.13,155.0,4.71,50,1.0,20,4,0.0
12478,279,0.0,7.97,88.0,4.79,50,1.0,20,2,1.0
12479,2767,1.0,5.93,107.0,2.9,40,2.0,20,6,0.0
12480,928,0.0,7.16,999.0,4.72,50,1.0,20,2,1.0
12481,2228,0.0,8.56,151.0,3.08,20,2.0,30,4,0.0
